,itemID_1,itemID_2,isDuplicate,generationMethod
871789,959004,4262516,0,3
2380539,3337548,5401633,0,1
2558291,3772538,5276877,0,3
2083119,2728201,3838527,1,1
1228197,1407814,5938855,1,3
1439058,1694313,2740082,0,1
1314348,1522521,2148764,0,3
1488351,1765745,5384410,0,3
2768098,4432184,5559052,1,1
272287,281520,1013540,1,1
2052150,2671682,5098229,0,3
265417,274158,4453491,0,1
2346607,3260492,3790280,1,1
1024212,1144811,1371572,0,1
2118036,2792819,4953491,0,1
2030041,2632167,2697467,1,3
603036,644470,5984887,1,3
606438,648206,1813232,0,1
1824555,2279623,3568134,0,3
132087,135907,995731,0,1
1195939,1365443,2992984,1,1
212523,218293,1271108,0,1
1271611,1464977,4166282,0,3
2132803,2820707,5922797,0,1
2938714,5298640,5511755,0,1
2203917,2958712,3119872,1,1
1443353,1700189,4350521,0,1
2451308,3501906,4284947,0,1
332464,345819,5010156,1,1
2841879,4737837,6055589,1,1
47032,47868,5942720,0,3
495984,524441,2696326,1,1
2287679,3132468,3723286,1,1
1120040,1267101,2710296,0,3
712773,770420,4911980,0,1
139907,143573,3744230,0,1
1777801,2204592,4492212,1,1
2244550,3042515,4520491,0,3
158090,162255,1657943,1,1
1733201,2133836,2271351,0,1
1302353,1506316,3924748,0,1
348385,363201,2974777,1,1
1107991,1251730,1751548,0,3
2686170,4147013,4936397,0,1
1999221,2577199,4616988,1,1
1927057,2450428,3269918,0,1
932143,1031696,1951031,1,1
87962,90924,4941494,0,3
240052,246971,5084638,0,1
624027,668114,4127480,0,3
841055,922976,5311171,0,3
1756480,2170579,4210635,1,1
2782212,4486236,5326130,1,1
1270231,1463103,3040657,0,3
2403732,3389397,4787233,0,1
621095,664532,5869689,1,2
169191,174074,2559430,0,3
2593854,3869571,6007736,1,1
2904450,5063531,5721595,0,3
589915,629483,1087201,1,3
1028254,1150059,1989055,1,2
1709545,2096868,5581425,0,1
307203,318877,1808374,1,1
150176,154078,2789014,1,1
938271,1039087,5683189,1,1
1071205,1204236,4581978,0,3
2400328,3381923,5055713,1,3
1985388,2552466,4810025,0,1
131855,135620,5718534,0,1
1692756,2071057,2344546,0,1
595510,635752,4942013,1,1
632200,677427,1232230,1,1
2977388,5690370,5801072,1,2
879698,968736,3359195,0,1
1062520,1193618,3151112,0,1
492603,520460,4224320,0,1
1566370,1879567,4409451,1,1
1653465,2010870,4017504,0,1
2310987,3181343,4400759,0,3
2376817,3328746,4810576,1,2
2421362,3430583,4034393,0,3
1696671,2076858,2470668,0,1
2371862,3317232,5082048,0,3
247324,254565,5363454,0,1
1254856,1442768,1633066,1,1
593945,634031,825636,1,2
258203,266272,5687410,1,3
1196888,1366701,2724767,0,3
2566208,3793628,5113059,0,1
686421,739003,5332306,0,1
2891392,4986985,5043152,0,1
1839652,2303888,5951178,0,1
1587028,1910375,2678634,1,1
1320122,1530324,4768377,0,3
1693170,2071729,2139393,0,1
2701529,4197136,4381968,0,3
1534505,1832875,2644472,0,1
1028020,1149746,4508151,0,1
1722413,2116973,2964331,0,1
1522373,1814760,4058652,1,1
2129496,2814252,4848011,0,3
1766952,2187400,3020786,1,1
1936285,2466572,4651268,0,3
1319380,1529440,4772011,1,1
2152380,2858528,5581335,0,3
665959,715482,5025463,1,1
213643,219415,1435814,0,3
997852,1111966,5964799,0,1
2501934,3626282,5557024,0,1
969318,1076740,3580095,1,1
1686290,2061531,3589945,1,1
1364466,1591222,4218929,0,3
2113357,2784228,4521659,1,1
1442497,1699046,5765830,1,1
2811908,4607043,5907255,0,1
1767971,2188772,5761178,1,1
825281,904106,5933313,0,1
1302295,1506249,3922760,0,3
193990,199785,1299828,1,1
286988,297161,4556269,1,1
1261590,1451590,3813296,1,1
163305,167617,3338006,1,1
1479042,1752084,3151523,0,1
2377712,3330851,4224088,1,1
562466,598895,1377343,0,3
928068,1026569,4851022,1,1
2018089,2610660,2829340,0,3
2646897,4024800,5875907,0,1
2719656,4257917,5314587,1,1
833207,913515,5423509,0,1
779928,849845,4288126,0,3
1853914,2328008,2616307,0,1
706395,762904,3266918,1,1
526811,559557,3106172,1,3
1475830,1747678,4333598,1,1
2680875,4129832,5976222,0,1
1397776,1636107,3013402,0,1
583146,621959,2404882,0,1
1103478,1245859,2509905,0,3
234087,240690,659472,0,1
2105230,2769265,5553207,0,1
1858836,2335547,3028556,1,2
1437961,1692627,6066445,1,3
528783,561708,4422797,1,1
627585,672084,4909019,1,1
171943,177034,1394925,0,1
834623,915225,5157738,0,1
1951759,2493626,5147429,0,1
1888591,2385941,5200676,1,1
319202,331990,5993960,0,3
792472,864773,2549348,0,3
1700962,2083160,3049531,1,1
2732782,4303692,4781957,0,1
595610,635912,2317349,0,1
1153548,1310212,2511635,0,1
316510,329016,939353,0,1
2036230,2643175,5322524,1,1
555594,591096,1754756,0,1
462750,487092,3915995,0,1
1298716,1501264,3260873,0,3
697043,751775,5394573,1,1
2660565,4066786,5158893,0,3
711580,769162,4421390,1,1
2931292,5240879,5384699,0,1
2529441,3696275,4116748,0,1
2382711,3342559,5350775,1,1
55900,57650,723023,0,3
2324143,3209692,4935010,0,3
1905380,2413913,3630200,1,1
2972562,5623860,6034211,1,1
882661,972470,3965676,0,1
1291227,1491152,5072917,0,1
2922119,5175390,5516397,1,1
2092063,2744567,4365535,0,1
601192,642192,1579421,0,3
2414052,3413434,4604965,0,3
817293,894318,1759488,1,1
3538,3843,461048,0,1
1052501,1180762,5155165,0,1
1757803,2172694,4915384,0,3
503015,532452,2240122,0,1
701197,756622,4534643,0,1
2302370,3163222,4437860,0,1
139283,143034,4118249,0,3
1366123,1593586,4392629,0,1
2427950,3446376,5967941,0,3
1260511,1450202,4839852,0,3
1877611,2367696,6048401,0,1
353960,369440,3750430,1,1
2560620,3778940,5656733,0,3
338615,352415,1343211,0,1
2207053,2965615,4156808,1,1
1618533,1958480,3953343,0,1
2010281,2596813,5015148,1,1
2707389,4216277,4466073,0,3
873038,960624,3932160,0,1
450055,472613,5999209,0,3
1337192,1553964,2856777,0,1
1742129,2147913,4646288,0,3
263114,271465,587655,1,2
2319667,3200351,6060163,1,1
415264,435205,2951068,0,3
611997,654218,4498862,1,2
1598177,1927261,4437577,0,1
1417738,1664444,3848422,0,3
970755,1078397,4282682,0,1
2792404,4527326,4954395,1,1
1644134,1997096,5136931,0,3
1625143,1968196,3129470,1,1
1353536,1576351,5128740,1,1
729308,789558,5323187,0,3
1615142,1953624,6007274,0,1
435342,456545,4580825,0,3
860386,945457,4558735,0,3
546460,581451,1963021,1,1
2434217,3461111,4717922,0,3
1174585,1337643,1392922,0,1
480949,507284,1510955,0,3
1285156,1482967,2178907,1,1
2908067,5085083,5627026,0,1
1437256,1691674,2225024,1,1
1102546,1244625,4435825,1,1
4301,4561,2695275,0,3
659826,708710,3234056,1,1
1050112,1177559,4578827,0,1
769831,837893,5427562,0,1
2578078,3826411,4662943,0,3
2945777,5354189,5434196,1,1
2288,2443,4029938,0,1
1084220,1220968,1505924,1,1
2765731,4422946,5806106,0,3
1903036,2409785,4193272,0,1
2616972,3936288,6026129,0,1
2815843,4624517,5631037,1,1
1460139,1724691,3048166,0,1
785724,856575,4397084,0,3
623544,667486,2879005,0,3
1237955,1420636,4678811,0,1
2741904,4335237,5502675,1,1
530685,563903,1768637,0,1
1367489,1595261,2661672,0,3
2060036,2686350,4218778,0,3
2923920,5188586,5342272,1,1
233466,239942,1757729,0,1
857167,941943,4903909,0,1
97837,100590,1267737,0,3
256003,263973,1507903,1,1
878991,967889,3651464,0,1
165116,169506,3741476,1,1
2783446,4491515,5171229,0,1
2582019,3836917,6106450,0,1
2889700,4977654,5073997,0,3
630938,675964,4509802,0,1
1565441,1878139,3062819,1,1
2740022,4328500,4455455,0,3
1892917,2393097,5320114,1,1
893494,985381,2635180,0,1
947048,1049743,6040493,0,1
1005737,1121654,4436641,0,1
2445670,3488442,5759814,0,1
2672676,4103718,5557868,0,1
147429,151259,5174743,0,3
690794,744443,3661933,0,3
361736,377561,508755,1,1
2570015,3803624,6009445,1,1
603914,645643,3500911,1,3
2508870,3643882,4226083,1,1
2392060,3363474,4323427,1,1
277969,287511,4393161,1,1
364940,381155,3563998,0,1
1840055,2304462,3185475,0,1
2197186,2945578,5651594,0,1
1017277,1136167,3781635,0,3
2392227,3363802,4152919,0,3
1896966,2399890,3802676,1,3
2435114,3463032,3963687,1,2
2468426,3544118,3733003,0,1
1207627,1380591,1494295,0,3
2468035,3542980,5326948,1,1
2203883,2958627,3620341,0,3
2343634,3253243,3644119,1,1
112348,114878,1765555,1,3
1392054,1628428,5379571,1,2
1814097,2262577,3729912,0,3
1196873,1366681,3205720,1,1
2177472,2905954,3874422,1,1
526158,558832,936216,1,1
1246476,1431691,1557134,1,1
1056602,1186081,1203624,1,1
941772,1043325,2549884,1,1
957644,1062424,2700811,0,3
72217,74433,3979844,1,1
803313,877694,4561508,0,1
1821610,2274953,3172343,1,1
289245,299673,777484,0,1
405627,425034,452751,0,3
2070732,2705031,5241507,0,1
920962,1017967,3450270,0,1
1190534,1358675,5931550,1,1
2833132,4699289,5309086,0,3
1314353,1522521,5103640,0,3
1486825,1763466,4098691,0,3
1681885,2054497,2802987,0,1
427050,447719,2389568,1,1
1012807,1130980,4617998,0,3
89305,92157,747267,0,1
2876293,4905825,5548369,1,1
2939842,5307274,5639748,0,3
2767182,4428605,5302533,0,3
2468550,3544513,5052658,0,1
2684061,4140274,4586643,0,3
88158,91114,1529929,1,1
2417137,3420367,4684708,1,1
958130,1063096,1871665,1,1
722392,781522,2741240,1,1
2812891,4611996,5641317,0,3
720500,779233,3354844,0,3
2355823,3280577,4917525,0,1
2864944,4848006,5028072,0,1
68547,70588,4174568,0,1
2512204,3652412,5698871,1,1
123618,126894,3132365,0,3
283769,293702,2016074,0,1
1165485,1325726,4459381,0,3
185454,190904,711770,0,3
750778,814695,1515794,0,1
1974137,2532798,4098444,1,1
361763,377603,2847835,1,2
2297209,3152554,3224890,1,3
2614767,3930074,5937781,1,1
1582771,1904185,2882774,0,3
309960,321846,5857477,1,1
2776914,4465208,4854663,1,1
2320445,3201670,4189455,0,1
1622212,1964014,4289303,0,1
2835801,4710604,4947336,0,3
738210,800453,4275344,1,1
1130375,1280394,1945142,0,1
198815,204620,830699,0,3
2592784,3866724,4481709,0,3
2697509,4184426,4865090,1,1
1362152,1588100,5441312,0,1
371341,388069,3646190,1,3
2816455,4626809,4905518,0,1
1368124,1596092,3839574,0,3
2316493,3193170,5433469,0,3
2632710,3981921,4398226,0,1
414683,434576,1375596,0,3
2614795,3930161,4310411,0,3
1549647,1855068,3348323,1,1
53300,54731,4673112,0,3
1552057,1858504,4380842,0,1
1277459,1472888,3858473,1,3
544487,579229,4814332,1,1
1736018,2138336,3523589,1,1
1600155,1930328,3085310,1,1
2351298,3270480,5202994,1,2
678104,729546,2480858,0,1
1211375,1385266,4764049,1,1
2272926,3101392,6023537,1,1
2489315,3595567,6082956,0,3
1304196,1508774,3019482,1,1
1171207,1333278,4584767,1,1
1257254,1445940,5275808,0,1
779742,849703,5056067,1,1
276590,285918,2371304,0,1
1857557,2333520,2385419,1,1
1023285,1143745,3075208,0,3
655672,703935,4651753,1,1
1135795,1287357,4101765,1,1
589823,629411,1530550,1,1
2430055,3451330,5103121,0,3
522786,554817,1532340,0,3
497232,525917,2575681,0,1
1353310,1576052,2869610,0,1
710232,767592,4006731,0,1
947005,1049718,1656304,0,3
1565127,1877649,3908172,0,1
446172,468416,1340020,1,3
2451682,3502859,4492766,0,1
1070292,1203002,3247233,0,1
2301714,3162004,5028710,1,1
2767967,4431719,5720178,1,1
2823817,4658843,4746309,0,3
1239282,1422248,4319550,0,3
1521109,1813007,2741493,1,1
2170897,2893720,4983758,0,1
1676841,2046786,3920524,1,1
2234934,3022775,3787485,1,1
2315909,3191879,3954782,0,1
1085281,1222518,1357324,0,3
846689,929745,5022654,1,1
2295908,3150045,4176562,0,3
2583059,3839916,5971488,1,1
998688,1112983,4969850,0,1
108101,110603,2391242,1,1
754035,818851,3804845,1,1
2216821,2985450,5081951,0,3
1494350,1774147,3041208,1,1
1293290,1494100,1674147,0,1
1835427,2297357,5260197,1,1
1526915,1821396,4878794,0,3
2108649,2775672,3079460,1,2
2696088,4179518,4182938,0,1
2224049,3000312,4400311,1,1
630304,675276,1703889,0,3
984487,1095497,1444225,0,1
347200,361937,5325748,0,3
302704,313965,6060600,0,1
1363737,1590370,4419402,1,1
350160,365230,3652709,0,1
2111252,2780445,5947566,1,3
2095415,2750738,3784144,0,1
1661374,2022881,3311247,1,1
1013623,1131873,5486139,1,1
1999414,2577569,2924159,1,1
2067961,2700026,4427148,0,3
1219014,1396116,4228389,1,1
2830558,4688177,5355377,1,1
2117307,2791542,5776858,1,1
1696257,2076219,5545525,1,1
2125094,2805849,6102044,0,3
689116,742264,2610394,1,1
887499,978558,991821,1,1
2253147,3059912,5515278,0,1
2923783,5187482,5996996,0,1
1559285,1869196,5796356,0,1
190527,196223,737901,1,1
469243,493992,3095787,0,3
1704365,2088505,3159535,0,1
1108153,1251902,3072455,1,1
1244400,1428823,4873370,1,1
2592846,3866857,5870534,0,1
607759,649665,5121781,1,2
1182094,1347480,5632703,0,1
2637040,3994883,5548860,1,1
1166408,1327059,5924983,1,1
1444993,1702456,5401222,0,1
543065,577686,5724849,0,1
2124466,2804650,3556029,0,1
744783,807856,1043830,0,1
2527641,3691295,3970630,1,2
1500557,1783006,4099607,0,3
1178012,1342472,4007960,1,1
1144853,1298550,1689051,0,1
194163,199902,904303,0,3
1937492,2468417,2617110,0,3
639196,685195,2740068,0,3
1180733,1345888,2919625,1,1
243392,250540,5451377,1,1
2754760,4381826,4859867,0,3
2599832,3886547,4524268,0,1
2834525,4705214,5956332,0,1
767227,834486,3319148,1,1
345047,359519,3314839,0,3
2855732,4803314,5482733,1,1
2440759,3476454,5036363,1,1
1615956,1954770,4961510,1,1
1500088,1782327,5334052,1,2
950529,1053846,1289596,1,1
1028187,1149952,3652540,0,1
1002857,1118226,2152058,0,1
138121,141787,2406105,1,1
678731,730221,5556718,1,1
1258187,1447117,2368300,0,3
2783112,4490036,5470830,1,1
2041378,2652074,5058810,0,3
136116,139901,1346323,0,3
878646,967412,1887407,0,1
2564200,3788552,5118017,0,1
2345751,3258376,4211638,0,3
444625,466620,4054271,0,1
2845457,4754505,5462723,0,1
2107099,2772645,5163097,0,3
635241,680827,2919899,1,1
2470616,3549612,4165448,1,2
2683831,4139549,4263768,0,1
1327351,1540036,3653945,0,1
1546940,1851220,3318461,1,1
651940,699561,770740,1,1
2510268,3647562,4615796,0,1
2489574,3596324,4164651,0,1
1959756,2507898,4896575,1,1
1204454,1376572,3933544,1,3
1041299,1166700,2792993,0,3
2009698,2595729,5392963,1,1
1596842,1925104,5505280,1,1
1449746,1709148,3835170,1,1
453762,476769,3639998,0,1
255231,263090,4100001,0,1
48508,49355,2261109,1,1
313052,325103,954406,1,1
120971,124022,711297,1,1
395150,413853,4497087,1,2
1810220,2256189,4990524,0,3
1348972,1570238,4822088,0,1
924752,1022414,4840810,1,1
1177736,1342151,4741725,1,1
2267408,3089544,5480182,0,3
2130176,2815429,5837265,1,1
1795193,2232435,6014139,0,1
237738,244639,3910721,1,3
1787043,2219377,4113782,0,1
513773,544373,4737724,0,3
1247036,1432612,5448947,1,1
664298,713596,4335968,1,1
1353775,1576559,3437155,0,3
1811211,2257891,6111283,0,3
2375724,3326303,3551788,0,3
243063,250174,2833518,1,1
354679,370169,3284858,0,1
495821,524259,3377961,0,3
775994,845161,1682073,1,1
2250861,3055134,3492309,1,1
562753,599178,4685628,1,2
1791220,2225882,2510663,1,1
2001300,2580899,3782144,0,1
1671226,2038244,3117139,1,1
695513,749831,992263,0,3
2687143,4150293,5910160,0,3
590655,630372,4685766,0,1
2041505,2652261,2672470,1,1
1713313,2102532,5327124,1,1
1320839,1531411,1822539,0,1
1769842,2191600,3206110,1,1
2298565,3155316,3893873,1,1
684708,736992,4135528,0,1
1399082,1637873,5418131,0,1
1088426,1226630,1840401,1,1
2453658,3507655,5120729,1,1
1423566,1673023,3150315,1,1
2142363,2839075,5539832,1,1
20053,21296,5519573,0,1
2576040,3820377,5612413,0,1
2822874,4654538,5331186,0,3
532040,565412,2394490,0,1
988745,1100510,5746114,0,3
128372,131921,4382545,0,3
1967940,2521981,4711793,0,1
2824355,4661316,5432487,0,1
2113226,2783996,5308508,1,1
2054994,2676943,4811411,0,1
1326526,1539022,1553216,0,1
2507556,3640593,5270706,1,1
1909703,2421439,3634936,1,1
1318269,1527899,3607762,1,1
2037659,2645614,4859151,0,3
1880712,2372821,2855609,1,1
91138,93948,1873333,1,1
2439077,3472674,6092603,1,1
402409,421695,6026030,0,1
797555,870933,2376289,0,1
440341,462033,4039870,1,1
2249147,3051432,4904094,0,3
1269320,1461982,3675513,0,3
2534828,3710691,5917420,0,1
928547,1027160,4284199,1,1
1758484,2173787,5955602,0,3
2708701,4220960,4603703,0,1
2714511,4240822,5323940,0,3
2319417,3199741,6029913,0,3
1390312,1625926,1794482,0,3
1653610,2010997,2572384,0,3
948729,1051568,1717466,0,3
2500143,3621825,5964353,0,1
344687,359132,1859134,0,1
2031762,2635116,5884624,0,1
1102865,1245003,3521417,1,1
2083191,2728337,3956107,0,1
2030147,2632374,3290339,0,3
1180579,1345711,4280466,0,1
2389345,3357510,4927207,0,1
1952371,2494684,3982803,0,3
1154034,1310775,3786933,1,1
1471966,1742083,5122978,1,1
1017288,1136169,3517242,1,1
1492596,1771813,4464041,0,3
1396198,1634063,2777577,1,1
947704,1050496,1573297,0,3
2278190,3112269,4203954,0,3
1243304,1427319,2796007,1,1
1509494,1795978,5428536,0,1
607633,649495,3587473,1,1
769574,837599,4423678,1,1
2148205,2850376,4324177,1,1
1669131,2035044,3859912,0,1
1015189,1133887,4208731,0,3
1134325,1285457,1519537,1,1
1097878,1238773,5010461,0,3
1866394,2348732,5696784,1,1
2847652,4765236,4976593,1,1
1206887,1379650,6007637,0,1
336274,349899,2309991,0,1
2418040,3422687,3557896,0,3
534093,567741,5641746,1,1
381475,398921,3528519,1,2
2730113,4293913,4819543,0,1
893715,985742,2836564,0,1
2567996,3798131,4154936,1,1
1888474,2385816,4278686,0,1
956056,1060453,1834804,0,3
1731733,2131458,2837854,0,3
207086,212596,229302,0,1
365900,382073,5927355,1,1
2320371,3201528,3565578,1,1
959430,1064536,3915857,1,1
2736079,4315096,5286609,0,1
731720,792415,1573171,0,1
2719963,4259168,5239464,0,3
1906242,2415449,5800911,1,1
2541357,3727827,3964208,1,2
484709,511390,4780078,0,1
1193268,1362085,2464748,0,1
2372529,3318829,4812732,0,1
2566622,3794684,4147520,1,2
2068357,2700724,2813596,0,3
2829127,4681954,5889653,0,1
1696091,2075928,6048827,1,1
560404,596533,1951331,0,1
2682786,4135995,5547383,1,3
1743665,2150304,5499941,1,1
123172,126372,5173865,1,1
1127046,1276243,2308163,0,1
2713460,4236998,5483725,1,1
2753975,4378962,5814457,0,1
2363472,3297666,4540980,1,1
2733623,4306594,5004489,1,1
219855,226122,3660715,0,1
1647576,2001987,5972417,1,1
163409,167750,4308128,1,2
175118,180032,724169,1,1
2671351,4099732,5496515,1,1
181316,186525,1522704,1,1
2400044,3381162,5695424,1,1
198863,204665,4257887,0,1
1917707,2434676,5297313,0,1
2429726,3450538,4600519,0,3
416294,436200,3156541,0,1
1253925,1441401,4484800,0,1
1075364,1209752,4103062,1,3
2167571,2886964,4796755,1,1
2523953,3681771,5745775,0,3
1899889,2404498,3263099,1,1
983458,1094134,1863114,0,3
659597,708437,4376696,0,1
2710460,4226772,5084048,0,1
2935123,5270019,5311359,1,1
150984,154885,2430157,0,1
1955792,2500828,5632360,0,1
388662,406542,4025107,0,1
1356276,1580012,3828541,0,3
599055,639779,4408697,1,1
1695241,2074773,5368295,0,3
1616637,1955811,3064988,0,3
610611,652777,4650466,0,1
145151,148879,4998743,1,1
943678,1045678,1532864,0,3
1451865,1712269,5652524,1,1
2541806,3728807,5461631,0,1
1484725,1760436,3592557,0,1
419985,439893,878871,1,1
542882,577472,4355895,1,1
1066239,1198078,1924602,0,1
185354,190777,2425758,0,1
1877491,2367517,4463607,1,1
2952189,5408760,5534916,1,2
2705402,4209584,4993513,1,1
910179,1005156,5720892,1,2
2493758,3606476,5521370,1,1
1778022,2205017,5488478,1,2
1839964,2304326,4634232,1,1
1874025,2361740,3670145,1,1
1114086,1259356,5156821,0,1
1984922,2551663,5814139,1,1
1277666,1473152,2921131,0,1
549117,584150,4767678,0,1
1021293,1141257,3529126,1,3
732000,792700,4152767,0,1
2530425,3698869,5521106,1,1
642986,689566,1719322,0,1
2652298,4041373,4266596,0,3
1989610,2560025,4470361,1,2
1039438,1164413,2792476,1,1
1359154,1583966,3155029,1,1
210682,216292,6107072,1,1
1092499,1231783,5898136,1,1
2492830,3604346,4484760,0,3
2519184,3669959,4750439,0,1
1151812,1308013,1517214,1,1
435366,456574,4145634,0,1
2010051,2596423,4229435,0,3
1205941,1378564,5255957,0,1
51128,52422,6084993,0,1
1305206,1510128,4066890,0,1
2721401,4264005,5002932,0,1
1492471,1771639,4117097,1,3
2915016,5128114,5653102,0,1
1698304,2079276,5507474,0,3
498897,527766,2787069,1,3
1111904,1256540,1779966,0,1
1878163,2368539,4568238,0,1
990090,1102203,2076861,0,3
1016454,1135194,3388146,1,1
234843,241463,2758977,1,1
1502647,1786023,3880236,1,1
955038,1059280,4938200,1,1
2596680,3877416,4562859,0,1
2796656,4545262,5060252,0,1
823846,902332,5747353,1,1
135561,139407,6018885,0,3
2764794,4419811,4819865,0,1
2664242,4077754,5558398,0,1
2685988,4146446,4283803,1,1
1381575,1614305,4829376,1,1
1150969,1306726,5034449,1,1
2828665,4679942,5689568,1,1
2230560,3013861,4502985,0,3
765829,832956,1156066,0,1
1230721,1411194,5656762,0,1
2652368,4041609,5990668,0,1
1129805,1279689,2534054,1,1
1695531,2075291,3462869,0,1
1104735,1247300,4323835,0,3
1272299,1465818,2206757,1,1
2441688,3478739,4841246,1,1
725406,784749,3674553,0,1
561506,597913,3424246,1,1
1123,1245,3004541,0,1
874846,962856,5765405,0,1
1870179,2355130,4408841,0,1
2005621,2588044,3319980,0,3
2452543,3504930,4416186,0,1
464443,489109,6077588,0,3
492461,520285,2875113,0,1
229759,236232,3925060,1,1
1862389,2341856,4545741,0,3
2945773,5354162,5551633,0,1
1810348,2256409,4872087,0,1
2778415,4471226,4714733,0,3
425510,446203,2671658,0,1
1955873,2500960,3057159,1,1
93306,96041,497893,0,3
2210427,2972438,4056671,1,2
1667,1856,459213,0,1
703546,759526,1174722,0,3
35717,36503,1416233,0,3
1594206,1921161,5716936,0,3
2794382,4535641,4622325,0,1
2012488,2600634,4135126,1,1
2358580,3286700,4456603,1,1
2927249,5213217,5385707,0,1
2425997,3441905,3547656,0,1
1083712,1220484,3949483,1,1
257741,265835,4561143,1,1
488503,515773,1801959,0,3
1675740,2045023,5309538,0,1
40124,40970,5536719,0,3
33169,34337,2183344,0,1
2140117,2834999,3667790,0,1
2250987,3055366,3270750,0,1
241857,248978,4636009,0,3
769431,837418,3858614,1,1
1239146,1422067,6052298,0,1
1856956,2332612,5308366,0,1
1845340,2313394,4916549,1,1
2230226,3013148,3372554,0,3
1908093,2418670,3514329,0,3
2926403,5207067,5894824,0,1
1341159,1559481,1922888,0,3
998736,1113061,5364642,1,2
1789627,2223382,3858559,0,1
2177854,2906686,5021316,0,1
1411035,1655023,5860432,0,1
2232663,3017784,5060774,1,1
2155044,2863312,3509360,0,3
1242442,1426061,2999690,1,1
717295,775412,2116007,1,1
2804984,4579092,4672786,1,2
632581,677903,710895,1,1
1803788,2245838,5400703,0,1
2270815,3096882,5798320,1,1
2653320,4044269,4723841,0,1
2353336,3275108,3674317,0,1
978190,1087519,5812566,0,1
2894972,5006740,5153671,0,1
1125567,1274441,6042991,1,2
1296374,1498035,6004394,0,3
1060061,1190419,2215066,0,3
2519773,3671431,3761942,0,3
1188286,1355741,4793437,1,1
2257883,3069774,4211394,0,1
1327445,1540183,2340152,0,3
309752,321673,5061007,1,1
140873,144657,1645743,0,1
2573816,3814169,4142628,0,1
720952,779787,4068458,0,3
1128377,1277998,2262344,0,3
49968,51071,5181718,0,1
1281828,1478419,5352658,0,3
824272,902805,4399745,0,3
2594724,3871984,4634489,1,3
881545,971072,3800128,1,1
481367,507755,2727973,1,1
2734990,4311433,5276877,0,3
1892553,2392482,2899016,0,3
1883746,2377848,4880773,0,3
2007650,2591779,4817498,0,3
2978996,5716032,6017003,0,3
1268910,1461427,3130573,1,1
1574134,1891207,3752396,0,1
1910374,2422680,4523214,1,1
2766071,4424357,5773805,0,1
2898090,5025137,5103858,1,1
1433149,1686061,5742164,0,1
186991,192447,2560573,0,3
1339060,1556762,2364588,1,3
1085437,1222731,4894349,1,1
1886154,2382017,5362629,0,3
2720598,4261300,4665199,0,1
1152535,1308901,4766310,1,1
2825984,4668300,5659607,1,1
471242,496309,2978968,0,3
1312289,1519830,4268901,0,3
1790229,2224417,2382679,0,1
967991,1075025,2894226,1,1
982621,1093271,2638236,0,3
2253136,3059899,3548577,1,1
285588,295584,904356,1,1
1776159,2201688,3553408,0,1
739864,802156,4862084,1,3
369135,385567,1867672,1,1
2814697,4619584,5660119,0,1
2621766,3950596,5989173,0,1
1827079,2283405,5492364,0,3
2072995,2709505,3130773,1,1
2944006,5339808,6034397,0,3
153881,157945,372171,1,1
2338293,3241163,4268407,0,3
311065,322983,489563,1,1
337359,351065,3988375,0,1
201070,206676,2174712,0,3
1654109,2011774,3717245,0,1
2073714,2710984,3992394,0,1
2763421,4414823,4733345,1,1
582226,620831,5289339,1,1
2769524,4437248,5764132,1,1
1826658,2282812,4103055,0,1
787955,859323,3239554,1,1
2048556,2665460,4994204,0,3
2467361,3541222,5389356,0,1
389938,407849,4002960,0,1
1646183,1999907,3183929,0,3
766168,833278,3416122,0,1
1803252,2245102,3341220,0,1
2137153,2829095,5528078,1,1
2676680,4116416,4393713,0,3
2357708,3284785,5033672,0,3
314309,326518,1396012,0,1
1805882,2249161,4438310,0,3
1242772,1426570,2638410,0,3
2663001,4074291,5530705,0,1
836651,917909,2562227,1,3
2129424,2814176,4658863,0,3
815658,892591,3941821,0,3
1224702,1403617,4213265,0,1
2937422,5288425,5866952,0,1
1705336,2090117,2306801,1,1
2652614,4042231,4730421,0,3
334833,348273,2846393,1,1
1232186,1413158,4708530,1,1
2607871,3909820,5759090,1,2
333863,347290,3429194,0,3
975493,1084414,4150293,0,3
1080114,1216081,4374994,1,1
2018862,2612018,6043723,0,3
965010,1071416,3185933,0,1
811523,887500,3735530,0,1
120437,123480,6086139,1,1
1461040,1725877,3162434,1,1
2514222,3657389,5474316,0,1
71173,73368,848305,1,1
489248,516633,3367283,0,1
1242764,1426565,5461458,0,1
145085,148849,5814377,1,3
508642,538622,4193087,0,3
2732726,4303487,4618647,1,1
2607629,3909019,4924926,1,1
2190673,2932553,5384201,0,3
1923907,2445317,3988152,0,3
1629929,1975167,4062836,0,1
475010,500596,1636350,0,3
1394744,1632211,5259354,1,1
809632,885330,2974557,0,3
1961185,2510126,2909007,0,3
1968551,2523035,4742413,0,3
2382682,3342493,3379795,0,3
594981,635035,2610284,1,1
2819842,4641294,4669364,0,1
2736689,4317399,5148647,1,1
2481755,3576836,5716309,0,3
357527,373031,5578770,0,3
1702263,2085184,4148425,0,3
1182060,1347456,2492232,0,3
1466207,1733544,5805739,0,1
2207045,2965592,2994032,1,1
2212589,2976973,4231537,1,1
2740818,4331379,4368712,0,3
1300623,1504095,3969773,0,1
1947010,2485013,5087243,0,3
1461758,1726965,2797121,0,3
1853782,2327827,5617758,0,3
